,State,Date,Text
126,Alabama,26-Jul-23,"Posted by Half-Staff Alerts Staff on Jul 26, 2023July 26, 2023 - Half Staff Alert - AlabamaGovernor Ivey has ordered the flags to be lowered to half-staff from sunrise to sunset on Wednesday, July 26, 2023, to honor Birmingham Firefighter Jordan Melton. Firefighter Melton was killed while o
                    …Continue Reading"
127,Kentucky,21-Jul-23,"Posted by Half-Staff Alerts Staff on Jul 21, 2023July 22, 2023 - Half-Staff Alert - KentuckyGov. Andy Beshear has ordered flags at all state buildings to be lowered to half-staff from sunrise to sunset on Saturday, July 22, in honor of a Kentucky sailor who was killed in the Japanese attack
                    …Continue Reading"
128,Wisconsin,21-Jul-23,"Posted by Half-Staff Alerts Staff on Jul 21, 2023July 22, 2023 - Half-Staff Alert - WisconsinGov. Tony Evers signed Executive Order #207 ordering the flags of the United States and the state of Wisconsin to be flown at half-staff on Sat., July 22, 2023, in honor of former State Rep. Michael E
                    …Continue Reading"
129,Minnesota,18-Jul-23,"Posted by Half-Staff Alerts Staff on Jul 18, 2023July 18-22, 2023 - Half-Staff Alert - MinnesotaGovernor Tim Walz has ordered all United States and Minnesota flags to fly at half-staff at all state buildings in the State of Minnesota effective immediately until sunset on July 22, 2023, in hon
                    …Continue Reading"
130,Alaska,18-Jul-23,"Posted by Half-Staff Alerts Staff on Jul 18, 2023July 20, 2023 - Half Staff Alert - AlaskaGovernor Dunleavy has ordered that Alaska and the United States flags fly at half-staff from sunrise to sunset on Thursday, July 20th, in honor of former Legislator Charles Bussell, who passed away in
                    …Continue Reading"
131,Vermont,18-Jul-23,"Posted by Half-Staff Alerts Staff on Jul 18, 2023July 18, 2023 - Half-Staff Alert - VermontGovernor Scott ordered U.S. & Vermont flags to half-staff July 18, 2023 to honor Rutland City police officer Jessica Ebbighausen.
                    …Continue Reading"
132,Pennsylvania,17-Jul-23,"Posted by Half-Staff Alerts Staff on Jul 17, 2023July 16, 2023 - July 26, 2023 - Half-Staff Alert - PennsylvaniaToday, in accordance with the United States flag code, Governor Josh Shapiro ordered Commonwealth flags on all Commonwealth facilities, public buildings, and grounds in Philadelphia County to fly at h
                    …Continue Reading"
133,Indiana,14-Jul-23,"Posted by Half-Staff Alerts Staff on Jul 14, 2023July 17, 2023 - Half-Staff Alert - IndianaGovernor Eric J. Holcomb is directing flags to be flown at half-staff in Marion County in honor and remembrance of Marion County Sheriff’s Deputy John A. Durm. Deputy Durm was killed in the line of du
                    …Continue Reading"
134,Florida,13-Jul-23,"Posted by Half-Staff Alerts Staff on Jul 13, 2023July 13, 2023 - Half Staff Alert - FloridaOn July 6, 2023, former Second Judicial Circuit Judge James “Jimmy” Hankinson passed away at the age of 70. Judge Hankinson served his community as a judge for 18 years, and as a lawyer for more than
                    …Continue Reading"
135,Tennessee,12-Jul-23,"Posted by Half-Staff Alerts Staff on Jul 12, 2023July 14-15, 2023 - Half Staff Alert - TennesseeBy order of the Governor, flags over the State Capitol
and in Weakley County, shall be flown at half-staff from sunrise on July
14 until sunset on July 15, in memory of former Senator Roy Herron of
                    …Continue Reading"
136,Arkansas,12-Jul-23,"Posted by Half-Staff Alerts Staff on Jul 12, 2023July 14, 2023 - Half-Staff Alert - ArkansasGovernor Sarah Huckabee Sanders, in tribute to the memory of Charlie L.
Daniels and as an expression of public sorrow, has hereby directed that the
United States flag and the state flag of Arkansas
                    …Continue Reading"
137,Connecticut,10-Jul-23,"Posted by Half-Staff Alerts Staff on Jul 10, 2023June 28, 2023 - July 10, 2023 - Half-Staff Alert - ConnecticutGovernor Ned Lamont today announced that he is directing U.S. and state flags in Connecticut to return to full-staff at sunset on the evening of Monday, July 10, 2023. Flags have been flying at h
                    …Continue Reading"
138,Alabama,10-Jul-23,"Posted by Half-Staff Alerts Staff on Jul 10, 2023July 10, 2023 - Half Staff Alert - AlabamaI am directing flags to be lowered to half-staff today Monday, July 10 to honor Officer Carlos Edward Jamal Taylor. Officer Taylor passed away after a six-year battle with a serious injury which occur
                    …Continue Reading"
139,Indiana,7-Jul-23,"Posted by Half-Staff Alerts Staff on Jul 07, 2023July 10, 2023 - Half-Staff Alert - IndianaGovernor Eric J. Holcomb is directing flags to be flown at half-staff in Perry County in honor and remembrance of Tell City Police Sgt. Heather J. Glenn who was killed in the line of duty.Flags should
                    …Continue Reading"
140,Georgia,7-Jul-23,"Posted by Half-Staff Alerts Staff on Jul 07, 2023July 10, 2023 - Half Staff Alert - GeorgiaGovernor Kemp ordered U.S. & Georgia flags in Crisp County to half-staff in July 10, 2022 to honor Deputy Tyee Browne of the Crisp County Sheriff's Office."
141,Indiana,6-Jul-23,"Posted by Half-Staff Alerts Staff on Jul 06, 2023July 7, 2023 - Half-Staff Alert - IndianaGovernor Holcomb ordered U.S. & Indiana flags to half-staff July 7, 2023 to honor Indiana State Trooper Aaron Smith. All businesses and residents are encouraged to participate."
142,Maryland,5-Jul-23,"Posted by Half-Staff Alerts Staff on Jul 05, 2023June 28, 2023 - July 6, 2023 - Half-Staff Alert - MarylandThe United States Flag and Maryland Flag shall be
raised to full-staff at sunset tomorrow, Thursday, July 6, 2023,
the day of interment for Firefighter Brice C. Trossbach of
the Naval District Wash
                    …Continue Reading"
143,Arizona,29-Jun-23,"Posted by Half-Staff Alerts Staff on Jun 29, 2023June 30, 2023 - Half-Staff Alert - ArizonaGovernor Katie Hobbs
ordered flags at all state buildings be lowered to half-staff from sunrise to
sunset tomorrow, June 30, 2023, in honor of the 19 Granite Mountain Hotshots
who lost their lives
                    …Continue Reading"
144,Ohio,29-Jun-23,"Posted by Half-Staff Alerts Staff on Jun 29, 2023July 3, 2023 - Half-Staff Alert - OhioIn honor of the life
and service of South Richland Fire Chief Hal Matthew ""Matt""
Hanenkrath, I hereby proclaim, by the authority vested in me as the Governor of
the State of Ohio by the Ohio Consti
                    …Continue Reading"
145,Wisconsin,29-Jun-23,"Posted by Half-Staff Alerts Staff on Jun 29, 2023June 30, 2023 - Half-Staff Alert - WisconsinGov. Tony Evers signed Executive Order #206 ordering the flags of the United States and the state of Wisconsin to be flown at half-staff on Fri., June 30, 2023, in honor of Private First Class Clinton
                    …Continue Reading"
146,Missouri,28-Jun-23,"Posted by Half-Staff Alerts Staff on Jun 28, 2023June 29, 2023 - Half-Staff Alert - MissouriToday, Governor Mike Parson ordered United States and Missouri flags be lowered to half-staff at all government buildings in Franklin County, the Fire Fighters Memorial of Missouri in Kingdom City, an
                    …Continue Reading"
147,Arkansas,28-Jun-23,"Posted by Half-Staff Alerts Staff on Jun 28, 2023June 30, 2023 - Half-Staff Alert - ArkansasGovernor Sarah Huckabee Sanders, in tribute to the memory of Robin French Wynne and as an expression of public sorrow, has hereby directed that the United States flag and the state flag of Arkansas be
                    …Continue Reading"
148,Pennsylvania,27-Jun-23,"Posted by Half-Staff Alerts Staff on Jun 27, 2023June 18-27, 2023 - Half-Staff Alert - PennsylvaniaToday,  Governor Josh Shapiro ordered Commonwealth flags on all Commonwealth facilities, public buildings, and grounds across the Commonwealth of Pennsylvania to fly at half-staff immediately in honor
                    …Continue Reading"
149,Virginia,26-Jun-23,"Posted by Half-Staff Alerts Staff on Jun 26, 2023June 26, 2023 - Half-Staff-Alert - VirginiaIn accordance with the authority vested in me as Governor, I
hereby order that the flags of the United States of America and the
Commonwealth of Virginia be flown at half-staff on all state and loca
                    …Continue Reading"
150,Maryland,23-Jun-23,"Posted by Half-Staff Alerts Staff on Jun 23, 2023June 24, 2023 - Half-Staff Alert - MarylandThis is to advise that Governor Wes Moore ordered the Maryland Flag be lowered to half-staff from sunrise to sunset, Saturday, June 24, 2023. This is the day of interment for former State Senator Norm
                    …Continue Reading"
151,Virginia,22-Jun-23,"Posted by Half-Staff Alerts Staff on Jun 22, 2023June 23, 2023 - Half Staff Alert - West VirginiaIn commemoration of the distinguished life and service of West Virginia Supreme Court Justice Warren Randolph McGraw, Gov. Jim Justice has issued a proclamation, ordering that all United States and We
                    …Continue Reading"
152,Minnesota,19-Jun-23,"Posted by Half-Staff Alerts Staff on Jun 19, 2023June 16-21, 2023 - Half-Staff Alert - MinnesotaGovernor
Tim Walz today has directed all United States and Minnesota flags at state
buildings to be flown at half-staff effective immediately until sunset on
Wednesday, June 21, 2023 to honor the l
                    …Continue Reading"
153,Iowa,16-Jun-23,"Posted by Half-Staff Alerts Staff on Jun 16, 2023June 16, 2023 - Half-Staff Alert - IowaGov. Kim Reynolds has ordered all flags in Iowa to fly at
half-staff from sunrise to sunset on Friday, June 16, 2023, to honor fallen
Army Cpl. Delbert White of Ottumwa, Iowa. White died as a prison
                    …Continue Reading"
154,Massachusetts,15-Jun-23,"Posted by Half-Staff Alerts Staff on Jun 15, 2023June 15-20, 2023 - Half Staff Alert - MassachusettsPlease be advised that Massachusetts Governor Maura T. Healey has ordered that the United States of America Flag and the Commonwealth of Massachusetts flag be lowered to half-staff at all state buildi
                    …Continue Reading"
155,Missouri,13-Jun-23,"Posted by Half-Staff Alerts Staff on Jun 13, 2023June 14, 2023 - Half-Staff Alert - MissouriToday, Lieutenant Governor Mike Kehoe ordered the U.S. and Missouri flags to be flown at half-staff at government buildings in Newton and Jasper counties on Wednesday, June 14, in honor of Ron Richard
                    …Continue Reading"
156,Florida,9-Jun-23,"Posted by Half-Staff Alerts Staff on Jun 09, 2023June 12, 2023 - Half Staff Alert - FloridaSeven years ago, on June 12, 2016, a shooter claiming alliance to the Islamic State of Iraq and the Levant committed a horrific act of terrorism against the LGBTQ and Hispanic communities at Pulse Nig
                    …Continue Reading"
157,Kentucky,8-Jun-23,"Posted by Half-Staff Alerts Staff on Jun 08, 2023June 9, 2023 - Half-Staff Alert - KentuckyGov. Andy Beshear has ordered flags
at all state buildings to be lowered to half-staff from sunrise to sunset
Friday, June 9, 2023, in honor of a Fort Campbell soldier who died in a
training exerci
                    …Continue Reading"
158,Mississippi,8-Jun-23,"Posted by Half-Staff Alerts Staff on Jun 08, 2023June 8, 2023 - Half-Staff Alert - MississippiGovernor Reeves ordered U.S. & Mississippi flags in to half-staff June 8, 2023 to honor Madison police officer Horren Randall ""Randy"" Tyler.
                    …Continue Reading"
159,Tennessee,7-Jun-23,"Posted by Half-Staff Alerts Staff on Jun 07, 2023June 8-10, 2023 - Half Staff Alert - TennesseeBy order of the Governor, flags at the State Capitol
will be flown at half-staff from sunrise on Thursday, June 8 until sunset on
Saturday, June 10 in memory of State Representative Carson W. “Bill”
                    …Continue Reading"
160,Kentucky,6-Jun-23,"Posted by Half-Staff Alerts Staff on Jun 06, 2023June 7, 2023 - Half-Staff Alert - KentuckyGov. Andy Beshear has ordered flags
at all state buildings to be lowered to half-staff from sunrise to sunset
Wednesday, June 7, in honor of a Fort Campbell soldier who died in a training
exercise.
                    …Continue Reading"
161,Maryland,5-Jun-23,"Posted by Half-Staff Alerts Staff on Jun 05, 2023June 6, 2023 - Half-Staff Alert - MarylandThis is to advise
that Governor Wes
Moore ordered the Maryland Flag be lowered to half-staff
from sunrise to
sunset, Tuesday, June 6, 2023. This is the day of interment
for former Secretary
of S
                    …Continue Reading"
162,Maryland,2-Jun-23,"Posted by Half-Staff Alerts Staff on Jun 02, 2023June 4, 2023 - Half-Staff Alert - MarylandThis is to advise that Governor Wes Moore ordered the
Maryland Flag lowered to half-staff from sunrise until sunset, Sunday, June 4, 2023, for Fire and
Rescue Memorial Remembrance Day. This day hono
                    …Continue Reading"
